"LIBELLE_EC","LIBELLE_DIPLOME","NUM_SEMESTRE"
"ANTH-S2 La cuisine des ethnologues","Licence Science de l'homme, anthropologie, ethnologie",2
"Le raisonnement sociologique","Licence Science de l'homme, anthropologie, ethnologie",2
"Lectures philosophiques de debats contemporains","Licence Science de l'homme, anthropologie, ethnologie",2
"Philosophie classique et moderne","Licence Science de l'homme, anthropologie, ethnologie",2
"ang. SSA DE-A2 SP","Licence Science de l'homme, anthropologie, ethnologie",2
"ang. SSA DE-B1 SP","Licence Science de l'homme, anthropologie, ethnologie",2
"ang. SSA DE-B2 SP","Licence Science de l'homme, anthropologie, ethnologie",2
"ang. SSA DE-C1 SP","Licence Science de l'homme, anthropologie, ethnologie",2
"ANTH-S3 Anthropologies du don","Licence Science de l'homme, anthropologie, ethnologie",3
"ANTH-S3 Introduction a l'ethnomusicologie","Licence Science de l'homme, anthropologie, ethnologie",3
"ANTH-S3 Le monde moderne","Licence Science de l'homme, anthropologie, ethnologie",3
"ANTH-S3 Usages ethnographiques de la photographie","Licence Science de l'homme, anthropologie, ethnologie",3
"Histoire de l'ethnologie","Licence Science de l'homme, anthropologie, ethnologie",3
"Histoire et philosophie des sciences S3","Licence Science de l'homme, anthropologie, ethnologie",3
"ang. SSA DE-A2 SI","Licence Science de l'homme, anthropologie, ethnologie",3
"ang. SSA DE-B1 SI","Licence Science de l'homme, anthropologie, ethnologie",3
"ang. SSA DE-B2 SI","Licence Science de l'homme, anthropologie, ethnologie",3
"ang. SSA DE-C1 SI","Licence Science de l'homme, anthropologie, ethnologie",3
"ANTH-S3 Ethnographies du quotidien","Licence Science de l'homme, anthropologie, ethnologie",4
"ANTH-S4 Anthropologie de la danse","Licence Science de l'homme, anthropologie, ethnologie",4
"ANTH-S4 Introduction a l'anthropologie des religions","Licence Science de l'homme, anthropologie, ethnologie",4
"ANTH-S4 Prehistoire des symboles","Licence Science de l'homme, anthropologie, ethnologie",4
"Introduction aux sciences humaines et sociales","Licence Science de l'homme, anthropologie, ethnologie",4
"Langues et cultures","Licence Science de l'homme, anthropologie, ethnologie",4
"ang. SSA DE-A2 SP","Licence Science de l'homme, anthropologie, ethnologie",4
"ang. SSA DE-B1 SP","Licence Science de l'homme, anthropologie, ethnologie",4
"ang. SSA DE-B2 SP","Licence Science de l'homme, anthropologie, ethnologie",4
"ang. SSA DE-C1 SP","Licence Science de l'homme, anthropologie, ethnologie",4
"ANTH-S5 Anthropologie economique d l'Europe de l'Est","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Echange et pouvoir","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Ethnobiologie des societes d'Afrique et d'ailleurs","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Ethnomusicologie regionale","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Introduction a l'anthropologie de la sante","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Introduction aux systemes musicaux","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Le paleolithique dans le monde","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Le temple en Asie","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Neolithisation: les premiers agro-pasteurs","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Objets et societes","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Parente et organisation sociale","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Pratique de terrain 1","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Techniques audiovisuelles appliquees a l'anthropolog","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Technologies prehistoriques","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Textes fond. 1","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Transcrire et representer la danse","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S5 Transcrire et representer la musique","Licence Science de l'homme, anthropologie, ethnologie",5
"ang. SSA DE-A2 SI","Licence Science de l'homme, anthropologie, ethnologie",5
"ang. SSA DE-B1 SI","Licence Science de l'homme, anthropologie, ethnologie",5
"ang. SSA DE-B2 SI","Licence Science de l'homme, anthropologie, ethnologie",5
"ang. SSA DE-C1 SI","Licence Science de l'homme, anthropologie, ethnologie",5
"ANTH-S6 Anthropologie de la vie quotidienne","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Anthropologie politique de l'Afrique","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Anthropologie urbaine","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Des chefferies aux premiers etats","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Economie et societes","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Ethnologie americaniste","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Geologie de la prehistoire","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Interactions dans la peninsule indochin.e","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Introduction a l'anthropologie ecologique","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Introduction aux systemes musicaux 2","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Le monde arabo-musulman","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Pratique de terrain 2","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Technologies des arts du feu","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Terrain et audiovisuel en ethnomusicologie","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Textes fond. 2","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Transcrire et representer la danse","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-S6 Transcrire et representer la musique 2","Licence Science de l'homme, anthropologie, ethnologie",6
"ANTH-prepro- Projet individuel ou associatif agree","Licence Science de l'homme, anthropologie, ethnologie",6
"Ethnomusicologie regionale II","Licence Science de l'homme, anthropologie, ethnologie",6
"Stage","Licence Science de l'homme, anthropologie, ethnologie",6
"ang. SSA DE-A2 SP","Licence Science de l'homme, anthropologie, ethnologie",6
"ang. SSA DE-B1 SP","Licence Science de l'homme, anthropologie, ethnologie",6
"ang. SSA DE-B2 SP","Licence Science de l'homme, anthropologie, ethnologie",6
"ang. SSA DE-C1 SP","Licence Science de l'homme, anthropologie, ethnologie",6
"Conferences et rencontres avec le milieux professionnel","Licence Science politique",2
"Histoire de la vie politique francaise (1789-1945)","Licence Science politique",2
"Institutions et pouvoirs locaux","Licence Science politique",2
"Introduction a la Science Politique (CM + TD)","Licence Science politique",2
"Introduction a la philosophie politique","Licence Science politique",2
"Introduction a la sociologie","Licence Science politique",3
"Introduction aux politiques publiques","Licence Science politique",3
"La politique en France (1945 a nos jours)","Licence Science politique",3
"Monitorat et recherche bibliographique","Licence Science politique",3
"Sociologie comparee des institutions","Licence Science politique",3
"Sociologie des medias","Licence Science politique",3
"Analyse sociologique d'un fait d'actualite politique","Licence Science politique",4
"Conferences/rencontres avec les milieux professionnels","Licence Science politique",4
"Construction europeenne: institutions et elections","Licence Science politique",4
"Histoire et analyse du vote: perspectives socio-historiques","Licence Science politique",4
"Les elections et partis dans les democraties contemporaines","Licence Science politique",4
"Methodologie","Licence Science politique",4
"Sociologie politique de l'Europe post-communiste","Licence Science politique",4
"Accompagnement aux demarches et recherche de stage","Licence Science politique",5
"Epistemologie des sciences sociales","Licence Science politique",5
"Histoire des idees politiques modernes","Licence Science politique",5
"Construction europeenne: theories et processus","Licence Science politique",6
"Sociologie comparee des institutions politiques","Licence Science politique",6
"Stage de courte duree","Licence Science politique",6
"Ana & P - Activ. gymn. et acrob. (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Activ. phys. artistiques (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Athletisme (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Badminton (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Basketball (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Boxe francaise - savate (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Escalade (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Fitness (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Football (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Handball (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Judo (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Natation (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Rugby (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Tennis (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Tennis de table (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
"Ana & P - Volleyball (S1)","Licence Sciences Techniques des Activités Physiques et Sportives",1
